SNR,BER,PER
-3.000000000000,0.150773542601,1.000000000000
-2.789473684211,0.139243273543,1.000000000000
-2.578947368421,0.126065022422,1.000000000000
-2.368421052632,0.113884529148,1.000000000000
-2.157894736842,0.099366591928,1.000000000000
-1.947368421053,0.085336322870,1.000000000000
-1.736842105263,0.071311659193,1.000000000000
-1.526315789474,0.057303811659,1.000000000000
-1.315789473684,0.044943946188,1.000000000000
-1.105263157895,0.033649103139,1.000000000000
-0.894736842105,0.024360986547,1.000000000000
-0.684210526316,0.016390134529,1.000000000000
-0.473684210526,0.010885650224,1.000000000000
-0.263157894737,0.006491031390,1.000000000000
-0.052631578947,0.003733183857,1.000000000000
0.157894736842,0.002146860987,1.000000000000
0.368421052632,0.001193946188,1.000000000000
0.578947368421,0.000582959641,1.000000000000
0.789473684211,0.000207399103,1.000000000000
1.000000000000,0.000106502242,1.000000000000
