SNR,BER,PER
-3.000000000000,0.121709641256,1.000000000000
-2.789473684211,0.083475336323,1.000000000000
-2.578947368421,0.043991031390,1.000000000000
-2.368421052632,0.013609865471,1.000000000000
-2.157894736842,0.001855381166,0.960000000000
-1.947368421053,0.000016816143,0.350000000000
-1.736842105263,0.000000000000,0.000000000000
-1.526315789474,0.000000000000,0.000000000000
-1.315789473684,0.000000000000,0.000000000000
-1.105263157895,0.000000000000,0.000000000000
-0.894736842105,0.000000000000,0.000000000000
-0.684210526316,0.000000000000,0.000000000000
-0.473684210526,0.000000000000,0.000000000000
-0.263157894737,0.000000000000,0.000000000000
-0.052631578947,0.000000000000,0.000000000000
0.157894736842,0.000000000000,0.000000000000
0.368421052632,0.000000000000,0.000000000000
0.578947368421,0.000000000000,0.000000000000
0.789473684211,0.000000000000,0.000000000000
1.000000000000,0.000000000000,0.000000000000
